4019401783368015|01|2028|295 
4019401776961934|01|2026|816 
4019406318577902|03|2025|992 
4019402381551259|05|2025|701 
4019405754143220|07|2027|749 
4019409661825170|01|2025|771 
4019407278129200|03|2027|845 
4019408430386476|02|2027|880 
4019405974527166|02|2028|859 
4019406666047166|05|2028|898 
4019403098546557|08|2028|760 
4019403110926335|06|2027|622 
4019407920821310|09|2027|550 
4019406116056851|02|2028|629 
4019404132044484|04|2025|391 
4019405540462591|07|2028|871 
4019406666891623|09|2028|571 
4019401390844175|02|2026|426 
4019409134319389|06|2028|731 
4019406904375419|07|2028|526 
4019402216894578|09|2028|668 
4019402306616995|04|2028|634 
4019403349987745|01|2028|866 
4019402697715192|07|2026|143 
4019406796065672|09|2028|200 
4019404367714440|04|2026|242 
4019409025612169|04|2027|804 
4019406536349917|04|2028|390 
4019406630847095|03|2026|940 
4019402948226314|09|2026|457 
4019405462906590|02|2027|930 
4019407573156865|03|2028|841 
4019403562797666|05|2025|600 
4019402365068407|08|2028|235 
4019408011926955|08|2027|725 
4019403598941457|02|2027|424 
4019403182665730|09|2028|463 
4019401535745481|01|2028|675 
4019402206227084|07|2026|662 
4019407792422523|07|2028|935 
4019401932678321|05|2027|168 
4019406511309882|04|2026|734 
4019402968277075|03|2028|319 
4019408992287189|04|2028|564 
4019401718693311|06|2027|173 
4019408224082162|01|2026|934 
4019401480494409|01|2025|743 
4019404880207386|04|2027|945 
4019407066494872|01|2025|590 
4019409296746819|03|2027|941 
4019405185851547|06|2025|659 
4019407906816747|05|2028|264 
4019402564556668|05|2025|923 
4019408257312909|02|2025|926 
4019402092402211|05|2025|695 
4019406035385951|02|2027|912 
4019404817835873|09|2025|412 
4019407027126429|06|2028|810 
4019403436861377|05|2028|806 
4019405566079979|06|2027|850 
4019406306088507|08|2028|709 
4019406348511050|09|2026|296 
4019406744390766|04|2028|265 
4019405112910475|03|2028|560 
4019407694181083|04|2026|900 
4019405715632025|06|2025|484 
4019406318599245|08|2028|164 
4019405253746656|01|2028|645 
4019406878846490|07|2028|872 
4019401300362902|08|2027|665 
4019407491301826|07|2026|574 
4019403022450862|08|2027|689 
4019408552467522|02|2025|511 
4019406035990666|05|2028|882 
4019406523089173|09|2026|960 
4019405385698615|03|2027|796 
4019401793635672|04|2028|341 
4019406827503463|06|2028|300 
4019407419084275|06|2027|533 
4019407619056770|09|2025|502 
4019401145046895|07|2026|996 
4019405307328613|06|2027|999 
4019407724676506|09|2027|422 
4019406407777723|08|2028|560 
4019402822262641|09|2027|625 
4019403375967193|08|2027|724 
4019404639495011|02|2025|802 
4019409422479100|09|2027|234 
4019408021740828|04|2028|665 
4019403915282137|04|2028|849 
4019405508007261|03|2028|264 
4019403620395267|09|2026|256 
4019409413455727|08|2027|557 
4019404309600550|01|2026|782 
4019405678293435|06|2025|199 
4019401091009240|09|2028|830 
4019401279286916|02|2027|575 
4019409654623168|07|2026|886 
4019407491747073|03|2026|982 
4019402207191086|05|2026|735 
4019406576004290|01|2025|197 
4019406505957250|04|2026|629 
4019407321008308|09|2025|528 
4019404252519046|01|2028|652 
4019402415363045|08|2026|444 
4019408805047723|04|2028|554 
4019408913171010|04|2026|803 
4019403064051414|08|2026|665 
4019404040826317|01|2028|147 
4019402565315750|07|2026|358 
4019403961818761|08|2027|662 
4019407164622656|06|2026|686 
4019407567539951|07|2026|712 
4019406276436599|03|2027|278 
4019403201566110|02|2025|170 
4019403550010120|09|2027|825 
4019404366739138|01|2027|626 
4019407003610409|06|2027|573 
4019401901100520|08|2027|657 
4019408979642688|01|2026|474 
4019403175177496|09|2028|612 
4019403756252116|06|2025|556 
4019409919709541|09|2028|444 
4019409594629344|01|2027|394 
4019406460566471|05|2025|207 
4019401806886068|05|2028|302 
4019402617139822|03|2028|250 
4019407929301713|08|2028|971 
4019401058852793|03|2028|184 
4019409014041588|02|2028|340 
4019405187845779|04|2026|864 
4019409696358328|06|2026|356 
4019405489947114|05|2025|834 
4019404796246126|05|2027|102 
4019401445004178|04|2027|786 
4019408942146687|01|2027|114 
4019403857704605|08|2028|543 
4019407912820974|04|2028|693 
4019403554602707|09|2026|572 
4019404698134064|04|2026|159 
4019408992517027|04|2026|583 
4019402899938816|02|2028|740 
4019409874138325|03|2026|567 
4019409749291622|02|2026|666 
4019403721404747|05|2025|771 
4019402304231708|01|2027|109 
4019408270119064|03|2025|519 
4019405998361184|04|2025|679 
4019403087865567|09|2025|596 
4019407536909719|08|2026|130 
